chrom	start	end
chr3	131960000	132180000
chr3	132200000	132420000
chr3	132440000	133120000
chr3	133140000	133320000
chr3	133340000	133540000
chr3	133560000	133620000
chr3	133640000	133920000
chr3	133940000	134000000
chr3	134020000	134240000
chr3	134260000	135760000
chr3	135780000	136060000
chr3	136080000	136460000
chr3	136480000	136760000
chr3	136780000	137760000
chr3	137780000	138680000
chr3	138700000	139080000
chr3	139100000	139640000
chr3	139660000	139800000
chr3	139820000	140580000
chr3	140600000	140960000
chr3	140980000	141300000
chr3	141320000	141640000
chr3	141660000	142060000
chr3	142080000	142260000
chr3	142280000	142520000
chr3	142540000	142740000
chr3	142760000	143460000
chr3	143480000	144500000
chr3	144520000	145480000
chr3	145500000	145760000
chr3	145780000	145880000
chr3	145900000	146340000
chr3	146360000	147080000
chr3	147100000	147320000
chr3	147340000	147800000
chr3	147820000	148060000
chr3	148080000	148680000
chr3	148700000	149000000
chr3	149020000	149200000
chr3	149220000	149600000
chr3	149620000	149940000
chr3	149960000	150260000
chr3	150280000	150600000
chr3	150620000	150880000
chr3	150900000	151040000
chr3	151060000	151640000
chr3	151660000	152180000
chr3	152200000	152720000
chr3	152740000	153300000
chr3	153320000	153700000
chr3	153720000	154000000
chr3	154020000	154460000
chr3	154480000	155060000
chr3	155080000	155440000
chr3	155460000	155680000
chr3	155700000	156240000
chr3	156260000	156860000
chr3	156880000	157280000
chr3	157300000	157820000
chr3	157840000	158240000
chr3	158260000	158520000
chr3	158540000	158980000
chr3	159000000	159300000
chr3	159320000	159560000
chr3	159580000	159740000
chr3	159760000	160220000
chr3	160240000	160680000
chr3	160700000	160940000
chr3	160960000	161200000
chr3	161220000	161540000
chr3	161560000	162740000
chr3	162760000	163200000
chr3	163220000	163620000
chr3	163640000	164920000
chr3	164940000	165560000
chr3	165580000	165700000
chr3	165720000	166760000
chr3	166780000	167080000
chr3	167100000	167400000
chr3	167420000	167760000
chr3	167780000	167880000
chr3	167900000	168580000
chr3	168600000	168840000
chr3	168860000	169480000
chr3	169500000	170000000
chr3	170020000	170600000
chr3	170620000	171320000
chr3	171340000	171540000
chr3	171560000	172040000
chr3	172060000	172460000
chr3	172480000	173080000
chr3	173100000	173820000
chr3	173840000	174060000
chr3	174080000	174820000
chr3	174840000	175020000
chr3	175040000	175280000
chr3	175300000	175660000
chr3	175680000	176180000
chr3	176200000	176400000
chr3	176420000	176680000
chr3	176700000	177060000
chr3	177080000	177500000
chr3	177520000	178100000
chr3	178120000	178720000
chr3	178740000	179100000
chr3	179120000	179340000
chr3	179360000	180320000
chr3	180340000	180940000
chr3	180960000	181400000
chr3	181420000	182400000
chr3	182420000	182780000
chr3	182800000	183140000
chr3	183160000	183560000
chr3	183580000	184040000
chr3	184060000	184240000
chr3	184260000	184520000
chr3	184540000	185060000
chr3	185080000	185320000
chr3	185340000	185640000
chr3	185660000	185940000
chr3	185960000	186300000
chr3	186320000	186540000
chr3	186560000	186880000
chr3	186900000	187440000
chr3	187460000	187900000
chr3	187920000	188700000
chr3	188720000	188900000
chr3	188920000	189640000
chr3	189660000	189940000
chr3	189960000	190100000
chr3	190120000	190400000
chr3	190420000	190800000
chr3	190820000	191120000
chr3	191140000	192180000
chr3	192200000	192500000
chr3	192520000	192760000
chr3	192780000	193320000
chr3	193340000	194040000
chr3	194060000	194140000
chr3	194160000	194340000
chr3	194360000	195000000
chr3	195020000	195280000
chr3	195300000	195720000
chr3	195740000	195920000
chr3	195940000	196260000
chr3	196280000	196440000
chr3	196460000	196680000
chr3	196700000	196900000
chr3	196920000	197380000
chr4	720000	960000
chr4	980000	1360000
chr4	1380000	1700000
chr4	1720000	2200000
chr4	2220000	2500000
chr4	2520000	2760000
chr4	2780000	3040000
chr4	3060000	3500000
chr4	3520000	3960000
chr4	3980000	4240000
chr4	4260000	4340000
chr4	4360000	4980000
chr4	5000000	5820000
chr4	5840000	5940000
chr4	5960000	6200000
chr4	6220000	6320000
chr4	6340000	6560000
chr4	6580000	6660000
chr4	6680000	7100000
chr4	7120000	7760000
chr4	7780000	8180000
chr4	8200000	8440000
chr4	8460000	8600000
chr4	8620000	8940000
chr4	9380000	9660000
chr4	9680000	10080000
chr4	10100000	10540000
chr4	10560000	11740000
chr4	11760000	12680000
chr4	12700000	13620000
chr4	13640000	15220000
chr4	15240000	15460000
chr4	15480000	15700000
chr4	15720000	16000000
chr4	16020000	16280000
chr4	16300000	17480000
chr4	17500000	17820000
chr4	17840000	18040000
chr4	18060000	18620000
chr4	18640000	19220000
chr4	19240000	20340000
chr4	20360000	20720000
chr4	20740000	21480000
chr4	21500000	21760000
chr4	21780000	22400000
chr4	22420000	22780000
chr4	22800000	23720000
chr4	23740000	24440000
chr4	24460000	25160000
chr4	25180000	25380000
chr4	25400000	25900000
chr4	25920000	26420000
chr4	26440000	27040000
chr4	27060000	27660000
chr4	27680000	27840000
chr4	27860000	28200000
chr4	28220000	29060000
chr4	29080000	30700000
chr4	30720000	31000000
chr4	31020000	31380000
chr4	31400000	31880000
chr4	31900000	32820000
chr4	32840000	33060000
chr4	33080000	33620000
chr4	33640000	34720000
chr4	34740000	35200000
chr4	35220000	35960000
chr4	35980000	36300000
chr4	36320000	37420000
chr4	37440000	37560000
chr4	37580000	37800000
chr4	37820000	38040000
chr4	38060000	38760000
chr4	38780000	38860000
chr4	38880000	39200000
chr4	39220000	39440000
chr4	39460000	40000000
chr4	40020000	40320000
chr4	40340000	40880000
chr4	40900000	41220000
chr4	41240000	41680000
chr4	41700000	41940000
chr4	41960000	42260000
chr4	42280000	42540000
chr4	42560000	42940000
chr4	42960000	43740000
chr4	43760000	44680000
chr4	44700000	45460000
chr4	45480000	46300000
chr4	46320000	46720000
chr4	46740000	47380000
chr4	47400000	47460000
chr4	47480000	47620000
chr4	47640000	47920000
chr4	47940000	48140000
chr4	48160000	48540000
chr4	48560000	49020000
chr4	53420000	53880000
chr4	53900000	54040000
chr4	54060000	54760000
chr4	54780000	55140000
chr4	55160000	56180000
chr4	56200000	56760000
chr4	56780000	57240000
chr4	57260000	57860000
chr4	57880000	58280000
chr4	58300000	59140000
chr4	59160000	59560000
chr4	59580000	60080000
chr4	60100000	61080000
chr4	61100000	61360000
chr4	61380000	62060000
chr4	62080000	63560000
chr4	63580000	64120000
chr4	64140000	64360000
chr4	64380000	64560000
chr4	64580000	65000000
chr4	65020000	65460000
chr4	65480000	65860000
chr4	65880000	66900000
chr4	66920000	67560000
chr4	67580000	68280000
chr4	68300000	69140000
chr4	69900000	70040000
chr4	70060000	70140000
chr4	70160000	70500000
chr4	70520000	70720000
chr4	70740000	71440000
chr4	71460000	71880000
chr4	71900000	72060000
chr4	72080000	72580000
chr4	72600000	73140000
chr4	73160000	73320000
chr4	73340000	73940000
chr4	73960000	74120000
chr4	74140000	74540000
chr4	74560000	75020000
chr4	75040000	75160000
chr4	75380000	75640000
chr4	75660000	76460000
chr4	76480000	76800000
chr4	76820000	77020000
chr4	77040000	77320000
chr4	77340000	77700000
chr4	77720000	77980000
chr4	78000000	78140000
chr4	78160000	78260000
chr4	78280000	78820000
chr4	78840000	79420000
chr4	79440000	79520000
chr4	79540000	79840000
chr4	79860000	80520000
chr4	80540000	81180000
chr4	81200000	81980000
chr4	82000000	82280000
chr4	82300000	82780000
chr4	82800000	83240000
chr4	83260000	83740000
chr4	83760000	83960000
chr4	83980000	84380000
chr4	84400000	84560000
chr4	84580000	85440000
chr4	85460000	85940000
chr4	85960000	86660000
chr4	86680000	86980000
chr4	87000000	87360000
chr4	87380000	87820000
chr4	87840000	88040000
chr4	88060000	88400000
chr4	88420000	88780000
chr4	88800000	88920000
chr4	88940000	89120000
chr4	89140000	89440000
chr4	89460000	89600000
chr4	89620000	90020000
chr4	90040000	90360000
chr4	90380000	90860000
chr4	90880000	91240000
chr4	91260000	92020000
chr4	92040000	93220000
chr4	93240000	94140000
chr4	94160000	94680000
chr4	94700000	95180000
chr4	95200000	95520000
chr4	95540000	96060000
chr4	96080000	97300000
chr4	97320000	98060000
chr4	98080000	98360000
chr4	98380000	98640000
chr4	98660000	99020000
chr4	99040000	99360000
chr4	99380000	100000000
chr4	100020000	100420000
chr4	100440000	100860000
chr4	100880000	101320000
chr4	101340000	102100000
chr4	102120000	102620000
chr4	102640000	103300000
chr4	103320000	104060000
chr4	104080000	104900000
chr4	104920000	105780000
chr4	105800000	106060000
chr4	106080000	106380000
chr4	106400000	106620000
chr4	106640000	107200000
chr4	107220000	107900000
chr4	107920000	108660000
chr4	108680000	108880000
chr4	108900000	109560000
chr4	109580000	110320000
chr4	110340000	110880000
chr4	110900000	111480000
chr4	111500000	111920000
chr4	111940000	112520000
chr4	112540000	112960000
chr4	112980000	113180000
chr4	113200000	113520000
chr4	113540000	113700000
chr4	113720000	114020000
chr4	114040000	114200000
chr4	114220000	114300000
chr4	114320000	114700000
chr4	114720000	114820000
chr4	114840000	115300000
chr4	115320000	115660000
chr4	115680000	116000000
chr4	116020000	116460000
chr4	116480000	117060000
chr4	117080000	118040000
chr4	118060000	118980000
chr4	119000000	119180000
chr4	119200000	119600000
chr4	119620000	119880000
chr4	119900000	120240000
chr4	120260000	120400000
chr4	120420000	121000000
chr4	121020000	122060000
chr4	122080000	122240000
chr4	122260000	122720000
chr4	122740000	123180000
chr4	123200000	123500000
chr4	123520000	123640000
chr4	123660000	123880000
chr4	123900000	123960000
chr4	123980000	124300000
chr4	124320000	124640000
chr4	124660000	125220000
chr4	125240000	125620000
chr4	125640000	126200000
chr4	126220000	126680000
chr4	126700000	127480000
chr4	127500000	128480000
chr4	128500000	128660000
chr4	128680000	128960000
chr4	128980000	129040000
chr4	129060000	129800000
chr4	129820000	130240000
chr4	130260000	131240000
chr4	131260000	131660000
chr4	131680000	132000000
chr4	132020000	132600000
chr4	132620000	133560000
chr4	133580000	134040000
chr4	134060000	135080000
chr4	135100000	135860000
chr4	135880000	137800000
chr4	137820000	138660000
chr4	138680000	139100000
chr4	139120000	139900000
chr4	139920000	140300000
chr4	140320000	140560000
chr4	140580000	141260000
chr4	141280000	141520000
chr4	141540000	141780000
chr4	141800000	142080000
chr4	142100000	142180000
chr4	142200000	143020000
chr4	143040000	143240000
chr4	143260000	143780000
chr4	143800000	144100000
chr4	144120000	144440000
chr4	144460000	145060000
chr4	145080000	146020000
chr4	146040000	146520000
chr4	146540000	146840000
chr4	146860000	147140000
chr4	147160000	148020000
chr4	148040000	148560000
chr4	148580000	148820000
chr4	148840000	149360000
chr4	149380000	150200000
chr4	150220000	150860000
chr4	150880000	151160000
chr4	151180000	151800000
chr4	151820000	151980000
chr4	152000000	152540000
chr4	152560000	153320000
chr4	153340000	153700000
chr4	153720000	154040000
chr4	154060000	154260000
chr4	154280000	154640000
chr4	154660000	155240000
chr4	155260000	155460000
chr4	155480000	155680000
chr4	155700000	156300000
chr4	156320000	156720000
chr4	156740000	156860000
chr4	156880000	158100000
chr4	158120000	158880000
chr4	158900000	159120000
chr4	159140000	159580000
chr4	159600000	160120000
chr4	160140000	160380000
chr4	160400000	160840000
chr4	160860000	161720000
chr4	161740000	162180000
chr4	162200000	162500000
chr4	162520000	163100000
chr4	163120000	163380000
chr4	163400000	163960000
chr4	163980000	164440000
chr4	164460000	164940000
chr4	164960000	165660000
chr4	165680000	166000000
chr4	166020000	166380000
chr4	166400000	167040000
chr4	167060000	167540000
chr4	167560000	167900000
chr4	167920000	168260000
chr4	168280000	168560000
chr4	168580000	169060000
chr4	169080000	169380000
chr4	169400000	169860000
chr4	169880000	170500000
chr4	170520000	171020000
chr4	171040000	171860000
chr4	171880000	172720000
chr4	172740000	173120000
chr4	173140000	173800000
chr4	173820000	174380000
chr4	174400000	175100000
chr4	175120000	175220000
chr4	175240000	175640000
chr4	175660000	176460000
chr4	176480000	176860000
chr4	176880000	177280000
chr4	177300000	177980000
chr4	178000000	178140000
chr4	178160000	178460000
chr4	178480000	179500000
chr4	179520000	180280000
chr4	180300000	180520000
chr4	180540000	181000000
chr4	181020000	181600000
chr4	181620000	182040000
chr4	182060000	182520000
chr4	182540000	183340000
chr4	183360000	183800000
chr4	183820000	184320000
chr4	184340000	184600000
chr4	184620000	185140000
chr4	185160000	185600000
chr4	185620000	186080000
chr4	186100000	186340000
chr4	186360000	186520000
chr4	186540000	187140000
chr4	187160000	187520000
chr4	187540000	188500000
chr4	188520000	189420000
chr4	189440000	190140000
chr4	190160000	190520000
chr5	460000	620000
chr5	640000	900000
chr5	920000	1180000
chr5	1200000	1660000
chr5	1680000	2060000
chr5	2080000	2160000
chr5	2180000	4840000
chr5	4860000	5460000
chr5	5480000	6320000
chr5	6340000	6760000
chr5	6780000	7860000
chr5	7880000	9260000
chr5	9280000	10200000
chr5	10220000	10400000
chr5	10420000	10660000
chr5	10680000	11240000
chr5	11260000	12060000
chr5	12080000	12260000
chr5	12280000	13500000
chr5	13520000	13940000
chr5	13960000	14340000
chr5	14360000	14680000
chr5	14700000	15040000
chr5	15060000	16040000
chr5	16060000	16140000
chr5	16160000	16460000
chr5	16480000	16640000
chr5	16660000	16740000
chr5	16760000	17200000
chr5	17220000	18340000
chr5	18360000	18740000
chr5	18760000	19600000
chr5	19620000	19860000
chr5	19880000	20700000
chr5	20720000	21480000
chr5	21500000	21800000
chr5	21820000	22240000
chr5	22260000	22860000
chr5	22880000	23180000
chr5	23200000	23820000
chr5	23840000	24140000
chr5	24160000	24640000
chr5	24660000	25020000
chr5	25040000	25760000
chr5	25780000	26720000
chr5	26740000	28780000
chr5	28800000	28880000
chr5	28900000	29360000
chr5	29380000	29760000
chr5	29780000	30040000
chr5	30060000	30400000
chr5	30420000	31500000
chr5	31520000	31780000
chr5	31800000	32100000
chr5	32120000	32420000
chr5	32440000	32600000
chr5	32620000	32940000
chr5	32960000	33420000
chr5	33440000	33960000
chr5	33980000	34180000
chr5	34200000	34460000
chr5	34480000	34960000
chr5	34980000	35600000
chr5	35620000	36000000
chr5	36020000	36700000
chr5	36720000	37200000
chr5	37220000	37300000
chr5	37320000	37800000
chr5	37820000	38220000
chr5	38240000	38960000
chr5	38980000	39120000
chr5	39140000	39300000
chr5	39320000	39560000
chr5	39580000	39940000
chr5	39960000	40740000
chr5	40760000	40860000
chr5	40880000	41700000
chr5	41720000	41840000
chr5	41860000	42400000
chr5	42420000	43040000
chr5	43060000	43580000
chr5	43600000	44360000
chr5	44380000	44520000
chr5	44540000	44820000
chr5	44840000	45780000
chr5	50240000	50680000
chr5	50700000	51300000
chr5	51320000	51960000
chr5	51980000	52200000
chr5	52220000	52420000
chr5	52440000	52760000
chr5	52780000	53520000
chr5	53540000	53780000
chr5	53800000	54160000
chr5	54180000	54440000
chr5	54460000	55020000
chr5	55040000	55200000
chr5	55220000	55520000
chr5	55540000	56180000
chr5	56200000	56560000
chr5	56580000	57760000
chr5	57780000	58140000
chr5	58160000	58460000
chr5	58480000	58660000
chr5	58680000	59080000
chr5	59100000	59560000
chr5	59580000	59960000
chr5	59980000	60240000
chr5	60260000	60620000
chr5	60640000	60940000
chr5	60960000	61220000
chr5	61240000	61520000
chr5	61540000	61680000
chr5	61700000	62080000
chr5	62100000	62580000
chr5	62600000	62680000
chr5	62700000	63360000
chr5	63380000	63920000
chr5	63940000	64060000
chr5	64080000	64840000
chr5	64860000	65540000
chr5	65560000	66080000
chr5	66100000	66500000
chr5	66520000	67560000
chr5	67580000	68300000
chr5	68320000	68640000
chr5	70640000	71040000
chr5	71060000	71620000
chr5	71640000	71820000
chr5	71840000	72180000
chr5	72200000	72480000
chr5	72500000	72820000
chr5	72840000	73120000
chr5	73140000	73960000
chr5	73980000	74220000
chr5	74240000	74600000
chr5	74620000	75000000
chr5	75020000	75600000
chr5	75620000	75880000
chr5	75900000	76100000
chr5	76120000	76320000
chr5	76340000	76800000
chr5	76820000	77580000
chr5	77600000	78280000
chr5	78300000	78800000
chr5	78820000	79360000
chr5	79380000	79660000
chr5	79680000	79940000
chr5	79960000	80580000
chr5	80600000	81040000
chr5	81060000	81580000
chr5	81600000	82940000
chr5	82960000	83560000
chr5	83580000	84360000
chr5	84380000	85600000
chr5	85620000	86140000
chr5	86160000	86300000
chr5	86320000	86660000
chr5	86680000	87080000
chr5	87100000	87420000
chr5	87440000	87520000
chr5	87540000	88000000
chr5	88020000	89700000
chr5	89720000	89880000
chr5	89900000	90080000
chr5	90100000	90740000
chr5	90760000	91220000
chr5	91240000	91580000
chr5	91720000	91820000
chr5	91840000	92220000
chr5	92240000	92920000
chr5	92940000	93220000
chr5	93240000	94240000
chr5	94260000	94600000
chr5	94620000	94860000
chr5	94880000	94940000
chr5	94960000	95180000
chr5	95200000	95700000
chr5	95720000	95940000
chr5	95960000	96040000
chr5	96060000	96520000
chr5	96540000	98180000
chr5	98200000	98400000
chr5	98420000	98800000
chr5	98820000	99760000
chr5	99780000	100720000
chr5	100740000	101020000
chr5	101040000	101580000
chr5	101600000	101840000
chr5	101860000	102540000
chr5	102560000	102860000
chr5	102880000	103160000
chr5	103180000	103660000
chr5	103680000	105440000
chr5	105460000	106240000
chr5	106260000	106600000
chr5	106620000	107000000
chr5	107020000	107760000
chr5	107780000	108840000
chr5	108860000	108980000
chr5	109000000	109720000
chr5	109740000	110040000
chr5	110060000	110440000
chr5	110460000	110820000
chr5	110840000	111500000
chr5	111520000	111840000
chr5	111860000	112260000
chr5	112280000	112940000
chr5	112960000	113400000
chr5	113420000	113680000
chr5	113700000	113800000
chr5	113820000	114120000
chr5	114140000	114440000
chr5	114460000	114600000
chr5	114620000	114920000
chr5	114940000	115180000
chr5	115200000	115420000
chr5	115440000	115880000
chr5	115900000	116300000
chr5	116320000	116740000
chr5	116760000	117940000
chr5	117960000	118280000
chr5	118300000	118760000
chr5	118780000	119240000
chr5	119260000	119800000
chr5	119820000	120120000
chr5	120140000	121300000
chr5	121320000	121460000
chr5	121480000	121820000
chr5	121840000	122380000
chr5	122400000	122960000
chr5	122980000	124020000
chr5	124040000	125660000
chr5	125680000	125940000
chr5	125960000	126140000
chr5	126160000	126840000
chr5	126860000	127520000
chr5	127540000	127860000
chr5	127880000	128200000
chr5	128220000	128440000
chr5	128460000	129200000
chr5	129220000	129480000
chr5	129500000	130460000
chr5	130480000	130760000
chr5	130780000	131420000
chr5	131440000	131860000
chr5	131880000	132220000
chr5	132240000	132400000
chr5	132420000	132720000
chr5	132740000	133340000
chr5	133360000	133460000
chr5	133480000	134100000
chr5	134120000	134200000
chr5	134220000	134720000
chr5	134740000	135180000
chr5	135200000	135560000
chr5	135580000	136100000
chr5	136120000	136660000
chr5	136680000	136920000
chr5	136940000	137060000
chr5	137080000	137500000
chr5	137520000	137760000
chr5	137780000	137880000
chr5	137900000	138620000
chr5	138640000	138700000
chr5	138720000	138960000
chr5	138980000	139140000
chr5	139160000	139400000
chr5	139420000	139560000
chr5	139580000	139740000
chr5	139760000	140120000
chr5	140140000	140440000
chr5	140460000	141000000
chr5	141020000	141340000
chr5	141360000	141520000
chr5	141540000	141960000
chr5	141980000	142080000
chr5	142100000	142280000
chr5	142300000	142760000
chr5	142780000	143560000
chr5	143580000	145500000
chr5	145520000	145860000
chr5	145880000	146360000
chr5	146380000	146580000
chr5	146600000	146800000
chr5	146820000	146980000
chr5	147000000	147200000
chr5	147220000	147520000
chr5	147540000	147780000
chr5	147800000	148100000
chr5	148120000	148680000
chr5	148700000	148980000
chr5	149000000	149220000
chr5	149240000	149420000
chr5	149440000	149800000
chr5	149820000	150180000
chr5	150200000	150420000
chr5	150440000	150640000
chr5	150660000	151160000
chr5	151180000	151880000
chr5	151900000	152580000
chr5	152600000	153340000
chr5	153360000	153820000
chr5	153840000	154020000
chr5	154040000	154360000
chr5	154380000	155240000
chr5	155260000	155320000
chr5	155340000	156580000
chr5	156600000	157180000
chr5	157200000	157400000
chr5	157420000	157560000
chr5	157580000	158120000
chr5	158140000	158560000
chr5	158580000	159420000
chr5	159440000	159860000
chr5	159880000	160980000
chr5	161000000	161260000
chr5	161280000	161640000
chr5	161660000	162140000
chr5	162160000	162880000
chr5	162900000	163440000
chr5	163460000	163940000
chr5	163960000	164640000
chr5	164660000	164980000
chr5	165000000	166180000
chr5	166200000	166460000
chr5	166480000	167020000
chr5	167040000	167660000
chr5	167680000	167940000
chr5	167960000	168060000
chr5	168080000	169040000
chr5	169060000	169480000
chr5	169500000	169620000
chr5	169640000	169860000
chr5	169880000	170080000
chr5	170100000	170800000
chr5	170820000	171340000
chr5	171360000	171500000
chr5	171520000	171840000
chr5	171860000	172120000
chr5	172140000	172380000
chr5	172400000	172720000
chr5	172740000	173020000
chr5	173040000	173420000
chr5	173440000	173760000
chr5	173780000	174320000
chr5	174340000	174920000
chr5	174940000	175120000
chr5	175140000	175400000
chr5	175420000	175820000
chr5	175840000	176000000
chr5	176020000	176540000
chr5	176560000	176740000
chr5	176760000	176960000
chr5	176980000	177300000
chr5	177320000	177620000
chr5	177640000	178020000
chr5	178040000	178560000
chr5	178580000	179060000
chr5	179080000	179500000
chr5	179520000	180120000
chr6	560000	800000
chr6	820000	1500000
chr6	1520000	2100000
chr6	2120000	2760000
chr6	2780000	3060000
chr6	3080000	3240000
chr6	3260000	3740000
chr6	3760000	4020000
chr6	4040000	4200000
chr6	4220000	5080000
chr6	5100000	5380000
chr6	5400000	6040000
chr6	6060000	6600000
chr6	6620000	7260000
chr6	7280000	7640000
chr6	7660000	8100000
chr6	8120000	8420000
chr6	8440000	8960000
chr6	8980000	9220000
chr6	9240000	10440000
chr6	10460000	10800000
chr6	10820000	11080000
chr6	11100000	11560000
chr6	11580000	12260000
chr6	12280000	12620000
chr6	12640000	12920000
chr6	12940000	13280000
chr6	13300000	13620000
chr6	13640000	13740000
chr6	13760000	13860000
chr6	13880000	14160000
chr6	14180000	15220000
chr6	15240000	15640000
chr6	15660000	16240000
chr6	16260000	16760000
chr6	16780000	17100000
chr6	17120000	17620000
chr6	17640000	17820000
chr6	17840000	18260000
chr6	18280000	18520000
chr6	18540000	18980000
chr6	19000000	19840000
chr6	19860000	20080000
chr6	20100000	20520000
chr6	20540000	20880000
chr6	20900000	21580000
chr6	21600000	22520000
chr6	22540000	22820000
chr6	22840000	23420000
chr6	23440000	24280000
chr6	24300000	24380000
chr6	24400000	24740000
chr6	24760000	25100000
chr6	25120000	25580000
chr6	25600000	26020000
chr6	26040000	26560000
chr6	26580000	27100000
chr6	27120000	27840000
chr6	34140000	34380000
chr6	34400000	34760000
chr6	34780000	35240000
chr6	35260000	35440000
chr6	35460000	35740000
chr6	35760000	36060000
chr6	36080000	36380000
chr6	36400000	36540000
chr6	36560000	36720000
chr6	36740000	36960000
chr6	36980000	37220000
chr6	37240000	37680000
chr6	37700000	38040000
chr6	38060000	38460000
chr6	38480000	38620000
chr6	38640000	38900000
chr6	38920000	39300000
chr6	39320000	39840000
chr6	39860000	40260000
chr6	40280000	41040000
chr6	41060000	41260000
chr6	41280000	41720000
chr6	41740000	42000000
chr6	42020000	42140000
chr6	42160000	42580000
chr6	42600000	42860000
chr6	42880000	43160000
chr6	43180000	43520000
chr6	43540000	44040000
chr6	44060000	44360000
chr6	44380000	44600000
chr6	44620000	45360000
chr6	45380000	45900000
chr6	45920000	46360000
chr6	46380000	46620000
chr6	46640000	46780000
chr6	46800000	47020000
chr6	47040000	47300000
chr6	47320000	47740000
chr6	47760000	48740000
chr6	48760000	49420000
chr6	49440000	50020000
chr6	50040000	50740000
chr6	50760000	51380000
chr6	51400000	51940000
chr6	51960000	52120000
chr6	52140000	52520000
chr6	52540000	52960000
chr6	52980000	53360000
chr6	53380000	53620000
chr6	53640000	53820000
chr6	53840000	55100000
chr6	55120000	55840000
chr6	55860000	56180000
chr6	56200000	56480000
chr6	56500000	56740000
chr6	56760000	57240000
chr6	57260000	57340000
chr6	57360000	58120000
chr6	62200000	62440000
chr6	62460000	62860000
chr6	62880000	62960000
chr6	62980000	63640000
chr6	63660000	64000000
chr6	64020000	64560000
chr6	64580000	65060000
chr6	65080000	66300000
chr6	66320000	67220000
chr6	67240000	67600000
chr6	67620000	67720000
chr6	67740000	68300000
chr6	68320000	69040000
chr6	69060000	69280000
chr6	69300000	70460000
chr6	70480000	70900000
chr6	70920000	71400000
chr6	71420000	71740000
chr6	71760000	72060000
chr6	72080000	72220000
chr6	72240000	72820000
chr6	72840000	73120000
chr6	73140000	73320000
chr6	73340000	73860000
chr6	73880000	73940000
chr6	73960000	74160000
chr6	74180000	74380000
chr6	74400000	75040000
chr6	75060000	75340000
chr6	75360000	75420000
chr6	75440000	75920000
chr6	75940000	76300000
chr6	76320000	76560000
chr6	76580000	77380000
chr6	77400000	77600000
chr6	77620000	78200000
chr6	78220000	79580000
chr6	79600000	80260000
chr6	80280000	80600000
chr6	80620000	80800000
chr6	80820000	81420000
chr6	81440000	81940000
chr6	81960000	82180000
chr6	82200000	82480000
chr6	82500000	82940000
chr6	82960000	83760000
chr6	83780000	83880000
chr6	83900000	84260000
chr6	84280000	84540000
chr6	84560000	84940000
chr6	84960000	85480000
chr6	85500000	86040000
chr6	86060000	86280000
chr6	86300000	86380000
chr6	86400000	86940000
chr6	86960000	87740000
chr6	87760000	88620000
chr6	88640000	89620000
chr6	89640000	90060000
chr6	90080000	90540000
chr6	90560000	91260000
chr6	91280000	91600000
chr6	91620000	92020000
chr6	92040000	92800000
chr6	92820000	93500000
chr6	93520000	94120000
chr6	94140000	94960000
chr6	94980000	95360000
chr6	95820000	97020000
chr6	97040000	97500000
chr6	97520000	97860000
chr6	97880000	98480000
chr6	98500000	99320000
chr6	99340000	99720000
chr6	99740000	100280000
chr6	100300000	100520000
chr6	100540000	101120000
chr6	101140000	101520000
chr6	101540000	101820000
chr6	101840000	103600000
chr6	103620000	103700000
chr6	103720000	104240000
chr6	104260000	104780000
chr6	104800000	104960000
chr6	104980000	105240000
chr6	105260000	105520000
chr6	105540000	105860000
chr6	105880000	106760000
chr6	106780000	107040000
chr6	107060000	107340000
chr6	107360000	108020000
chr6	108040000	108240000
chr6	108260000	108380000
chr6	108400000	108840000
chr6	108860000	109140000
chr6	109160000	109420000
chr6	109440000	109780000
chr6	109800000	110020000
chr6	110040000	110420000
chr6	110440000	110740000
chr6	110760000	111320000
chr6	111340000	111560000
chr6	111580000	112000000
chr6	112020000	112460000
chr6	112480000	112660000
chr6	112680000	113080000
chr6	113100000	114260000
chr6	114280000	115020000
chr6	115040000	116300000
chr6	116320000	116440000
chr6	116460000	116540000
chr6	116560000	116960000
chr6	116980000	117260000
chr6	117280000	117640000
chr6	117660000	117980000
chr6	118000000	118120000
chr6	118140000	118560000
chr6	118580000	118940000
chr6	118960000	119220000
chr6	119240000	119420000
chr6	119440000	119660000
chr6	119680000	120040000
chr6	120060000	120400000
chr6	120420000	120700000
chr6	120720000	121140000
chr6	121160000	121360000
chr6	121380000	121620000
chr6	121640000	121720000
chr6	121740000	122360000
chr6	122380000	122700000
chr6	122720000	123140000
chr6	123160000	123680000
chr6	123700000	124060000
chr6	124080000	125160000
chr6	125180000	125440000
chr6	125460000	125620000
chr6	125640000	126120000
chr6	126140000	126300000
chr6	126320000	126660000
chr6	126680000	127020000
chr6	127040000	127560000
chr6	127580000	127880000
chr6	127900000	128000000
chr6	128020000	128640000
chr6	128660000	129060000
chr6	129080000	129760000
chr6	129780000	130080000
chr6	130100000	130340000
chr6	130360000	130580000
chr6	130600000	131160000
chr6	131180000	131480000
chr6	131500000	131960000
chr6	131980000	132200000
chr6	132220000	132580000
chr6	132600000	132820000
chr6	132840000	133100000
chr6	133120000	133860000
chr6	133880000	134220000
chr6	134240000	134420000
chr6	134440000	135280000
chr6	135300000	135780000
chr6	135800000	136560000
chr6	136580000	136880000
chr6	136900000	137140000
chr6	137160000	137360000
chr6	137380000	138000000
chr6	138020000	138320000
chr6	138340000	138400000
