V1	V2	V3	V4	V5	V6	X0h1	X0h2	X24h1	X24h2	norm.0h1	norm.0h2	norm.24h1	norm.24h2	true.pval	bg.pval1	bg.pval2	total.count	logfc	label	diff2[, 20]	labelmerge
chr2	242880000	242890000	chr2	243040000	243050000	42	48	18	14	29.3242299474253	32.9110452737484	25.2939363438083	20.8116424007571	0.0859001800928811	0.450894755651397	0.259124356703975	122	-0.4327912115681	Unchanged	Unchanged	UnchangedUnchanged
chr3	80000	90000	chr3	390000	400000	44	43	26	26	30.6098887380701	29.2807515470435	36.6499631100218	38.9359087675122	0.109126808893092	0.511607194124662	0.420497919637483	139	0.335786042393557	Unchanged	Unchanged	UnchangedUnchanged
chr3	3080000	3090000	chr3	3160000	3170000	34	40	21	39	24.2431408388419	27.9689076342934	28.8715186080883	56.8969246751259	0.00367209787013651	0.0212142442241787	0.127084740892966	134	0.71606417358785	Increased	Unchanged	IncreasedUnchanged
chr3	4390000	4400000	chr3	4670000	4680000	81	71	55	59	56.2782593618624	48.3124875844604	77.8630679171129	88.1508492993258	0.000153204048718815	0.389428955156033	0.146007395501864	266	0.666548966874004	Increased	Unchanged	IncreasedUnchanged
chr3	5160000	5170000	chr3	5230000	5240000	79	65	29	30	56.5414033459394	45.5767383129496	39.7309029907731	43.6336395530373	0.106110686167791	0.21271244803472	0.110765275341415	203	-0.29273339150562	Unchanged	Unchanged	UnchangedUnchanged
chr3	5840000	5850000	chr3	6240000	6250000	22	38	12	17	15.3963208033686	26.1376675138305	16.7797087975451	25.2562137484781	0.533370408999881	0.01520132170495	0.180905368829428	89	0.0173303219542266	Unchanged	Unchanged	UnchangedUnchanged
chr3	8710000	8720000	chr3	8980000	8990000	41	40	12	11	28.4974039255792	27.1853626961118	16.9224650620367	16.5125339442304	0.0167491450958876	0.470743493931897	0.467167799033605	104	-0.735871819437649	Unchanged	Unchanged	UnchangedUnchanged
chr3	8810000	8820000	chr3	8980000	8990000	57	59	16	19	39.7160580196125	40.3517150751833	22.5241838585739	28.3219565652677	0.00914499089652807	0.358896540831848	0.424198577893107	151	-0.655083413799934	Unchanged	Unchanged	UnchangedUnchanged
chr3	10570000	10580000	chr3	10760000	10770000	57	45	10	18	39.7081565799549	30.7009856302436	14.1001722608897	26.8598394234524	0.00482822677471171	0.405356342237335	0.0319346378104011	130	-0.781546639549221	Unchanged	Unchanged	UnchangedUnchanged
chr3	12620000	12630000	chr3	12750000	12760000	73	87	37	40	51.2772511539621	60.0416378511049	51.5402392587972	59.235237146943	0.508634424469795	0.135309315077767	0.343141803604077	237	-0.00705988398428016	Unchanged	Unchanged	UnchangedUnchanged
chr3	12750000	12760000	chr3	12870000	12880000	97	93	37	33	68.3020268362902	64.2525670082829	51.6180442122752	48.6233331824792	0.0253232251632932	0.347208444399223	0.426419652682308	260	-0.403108525801021	Unchanged	Unchanged	UnchangedUnchanged
chr3	13120000	13130000	chr3	13680000	13690000	62	55	26	25	44.1134532529664	38.2462706605357	35.8785556189954	36.6161462633414	0.251234226264238	0.304537151441113	0.269915642165487	168	-0.184063431021969	Unchanged	Decreased	UnchangedDecreased
chr3	13380000	13390000	chr3	13480000	13490000	90	83	28	22	63.6317456432432	57.6763652178092	38.780616611764	32.3306832752072	0.000370239386347977	0.228365552804809	0.408028219506202	223	-0.770525281130547	Decreased	Unchanged	DecreasedUnchanged
chr3	13350000	13360000	chr3	13670000	13680000	45	41	6	7	31.3373893055787	27.9699475607576	8.44517902545866	10.4684488517737	1.07229528476271e-05	0.431292890251197	0.284777835657363	99	-1.64878447323101	Decreased	Unchanged	DecreasedUnchanged
chr3	14550000	14560000	chr3	14960000	14970000	62	60	20	37	43.604879164778	41.2307234258578	27.8230984959845	55.0317247401864	0.450221934590109	0.138381565067533	0.0552002936383764	179	-0.0340841578159346	Unchanged	Decreased	UnchangedDecreased
chr3	14720000	14730000	chr3	14820000	14830000	119	109	42	38	84.1353081282882	75.7436603462795	58.1709249176461	55.8439074753579	0.00480891294964912	0.251092003845125	0.28837864126258	308	-0.487758650384587	Unchanged	Unchanged	UnchangedUnchanged
chr3	15170000	15180000	chr3	15600000	15610000	30	32	13	11	21.112769028197	22.0607924338653	18.0914561242254	16.2917389367363	0.205026932511152	0.530953262182347	0.434830006085785	86	-0.32844449453834	Unchanged	Unchanged	UnchangedUnchanged
chr3	15500000	15510000	chr3	15570000	15580000	123	132	43	53	88.0328178677285	92.5558378047591	58.9113389173533	77.0860965436993	0.0084674173591628	0.153861305637899	0.376246097160002	351	-0.409127821117447	Unchanged	Decreased	UnchangedDecreased
chr3	15470000	15480000	chr3	15870000	15880000	28	20	8	11	19.5953173861055	13.7566671125424	11.1864725316967	16.3422559548976	0.279741012533842	0.324454287491196	0.0883392711619208	67	-0.27683463131319	Unchanged	Unchanged	UnchangedUnchanged
chr3	15860000	15870000	chr3	16240000	16250000	52	49	14	23	36.4886289163826	33.5774174986824	19.5978056227471	34.1698454116441	0.0900857814608029	0.328224464053885	0.126280545274086	138	-0.381977046748752	Unchanged	Unchanged	UnchangedUnchanged
chr3	16330000	16340000	chr3	16580000	16590000	138	137	59	73	95.9060822982493	93.3252535527107	83.4746444620802	108.986979889555	0.467862846973852	0.263673452449459	0.157385427636108	407	0.0244197978678973	Unchanged	Unchanged	UnchangedUnchanged
chr3	16640000	16650000	chr3	17270000	17280000	61	49	48	24	43.8995579319748	34.429956879698	65.6199002016591	34.7173208297155	0.0532647930675278	0.00493343458557274	0.28101387805505	182	0.357228959292926	Unchanged	Unchanged	UnchangedUnchanged
chr3	17480000	17490000	chr3	17760000	17770000	37	39	16	18	25.7073530418384	26.5378452928726	22.6510743031601	26.8934794472519	0.438362853063733	0.381185417970248	0.472074691087339	110	-0.0765719744595316	Unchanged	Unchanged	UnchangedUnchanged
chr3	17680000	17690000	chr3	17850000	17860000	53	55	27	20	36.9289662287625	37.6160055785607	38.0095602613434	29.8125858581765	0.334532911345626	0.387974582126953	0.326804548756008	155	-0.136354606628782	Unchanged	Unchanged	UnchangedUnchanged
chr3	17890000	17900000	chr3	18420000	18430000	37	41	12	13	26.2782024074413	28.4441615069744	16.5218302934785	19.1629882294269	0.03480376640513	0.334122872494083	0.499039585945131	103	-0.616820117979613	Unchanged	Unchanged	UnchangedUnchanged
chr3	19400000	19410000	chr3	19580000	19590000	45	42	29	22	31.3926158562506	28.6788250490737	40.790502476823	32.8348145202838	0.139179130332344	0.230033207883082	0.47715442226218	138	0.293522671019705	Unchanged	Unchanged	UnchangedUnchanged
chr3	20270000	20280000	chr3	20330000	20340000	52	42	27	32	37.2954844426385	29.5473212202578	36.9106616302959	46.3916885534815	0.110336570872482	0.389466674328174	0.0912071038291	153	0.317584908063994	Unchanged	Unchanged	UnchangedUnchanged
chr3	24550000	24560000	chr3	24680000	24690000	56	58	19	20	39.335973487971	40.0277585674033	26.4666093491121	29.6176185734715	0.0335515652636154	0.416167967864734	0.485711519997539	153	-0.500884758265941	Unchanged	Unchanged	UnchangedUnchanged
chr3	24800000	24810000	chr3	25310000	25320000	35	28	10	7	24.7599937382255	19.4240376627948	13.8637656566109	10.2885190240426	0.0152422201967746	0.163821889826503	0.315517544685051	80	-0.871365390854805	Unchanged	Unchanged	UnchangedUnchanged
chr3	24820000	24830000	chr3	25070000	25080000	47	47	20	16	32.6636657102733	32.0166928246526	28.2964896481628	23.8875572360669	0.160767171440091	0.404453143281824	0.465435192258786	130	-0.30971884614407	Unchanged	Increased	UnchangedIncreased
chr3	25000000	25010000	chr3	25620000	25630000	64	52	25	33	45.917168791827	36.4219522413052	34.1139766623138	48.1245404693033	0.521894246721917	0.426168056164439	0.045195779519329	174	-0.00176379694722373	Unchanged	Unchanged	UnchangedUnchanged
chr3	25690000	25700000	chr3	25860000	25870000	55	53	28	24	38.3225121241875	36.2481508302494	39.4173217525043	35.7751030298118	0.506218801155182	0.360172340780254	0.516074432403167	160	0.0119791581886547	Unchanged	Unchanged	UnchangedUnchanged
chr3	27350000	27360000	chr3	27720000	27730000	91	86	33	35	63.729964142088	58.7937740079971	46.216444522642	52.1975697436209	0.0679354629892086	0.461765755479449	0.251315245360176	245	-0.316125612066054	Unchanged	Unchanged	UnchangedUnchanged
chr3	28510000	28520000	chr3	28770000	28780000	44	38	11	9	30.5296746755856	25.9456436801636	15.535806978676	13.4508901191471	0.00343074389522089	0.255902033260477	0.328471064790655	102	-0.962229543993109	Decreased	Unchanged	DecreasedUnchanged
chr3	30080000	30090000	chr3	30780000	30790000	33	40	14	17	23.790058137735	28.2165726255626	18.9660694003086	24.6759447521965	0.231035291017836	0.176796614894156	0.45960571018144	104	-0.252977890314765	Unchanged	Decreased	UnchangedDecreased
chr3	31610000	31620000	chr3	31800000	31810000	56	50	35	17	39.0115222539908	34.1122062558262	49.3506029131141	25.3676261221495	0.456268610329105	0.0354389831170502	0.251065208896987	158	0.031120626896563	Unchanged	Unchanged	UnchangedUnchanged
chr3	31770000	31780000	chr3	32180000	32190000	44	35	6	8	30.9453981169393	24.0512553317504	8.34692954879536	11.8987512951754	0.00010177298918643	0.276890178550306	0.111652205646783	93	-1.44172967282305	Decreased	Unchanged	DecreasedUnchanged
chr3	31860000	31870000	chr3	32180000	32190000	31	28	9	11	21.5879792993987	19.1014276024686	12.667768538188	16.4504196242159	0.115258886475507	0.509898363793531	0.274621047161705	79	-0.482732662816214	Unchanged	Decreased	UnchangedDecreased
chr3	32220000	32230000	chr3	32700000	32710000	60	61	40	29	42.4217169569358	42.1229487055385	55.3211235270887	42.9478152025064	0.170897167312425	0.271830310284763	0.29677922855671	190	0.217021744540661	Unchanged	Decreased	UnchangedDecreased
chr3	32420000	32430000	chr3	32700000	32710000	62	54	26	24	43.0771861782157	36.7447088670544	36.8079957426352	35.8579725963359	0.323733361356122	0.248865671196227	0.277311170829952	166	-0.13550466538212	Unchanged	Unchanged	UnchangedUnchanged
chr3	32560000	32570000	chr3	32970000	32980000	37	33	15	19	26.0222665983353	22.6768978842218	20.8673238719884	28.2595343260417	0.528253208682519	0.526531263365618	0.190154972138444	104	0.0126149569783619	Unchanged	Decreased	UnchangedDecreased
chr3	32770000	32780000	chr3	33110000	33120000	48	47	22	16	33.4955982728992	32.0375205003637	30.9037567803971	23.9454964405155	0.209128264179164	0.310705981104969	0.445562344204355	133	-0.256752214068622	Unchanged	Unchanged	UnchangedUnchanged
chr3	33460000	33470000	chr3	33820000	33830000	57	45	16	25	39.689975543503	30.8584491392608	22.4401961234845	37.3306700686065	0.199791989063915	0.45705832355536	0.0316333114224411	143	-0.239171418121463	Unchanged	Unchanged	UnchangedUnchanged
chr3	33460000	33470000	chr3	33620000	33630000	38	50	17	15	26.5314461429086	34.2823388268213	23.8887176580411	22.2981882865255	0.106113059199233	0.196542910701163	0.153874315606358	120	-0.396914480304263	Unchanged	Unchanged	UnchangedUnchanged
chr3	38560000	38570000	chr3	39050000	39060000	54	67	28	29	38.2285863336288	46.334624486766	38.8039088589528	42.7420383660735	0.438941296377602	0.157545591810623	0.279500437912594	178	-0.0524169783162201	Unchanged	Unchanged	UnchangedUnchanged
chr3	38680000	38690000	chr3	39050000	39060000	46	58	23	15	32.2151467091873	39.6516150286492	32.2114613339626	22.3703870329804	0.0881046347437666	0.391350697876877	0.084180124526182	142	-0.396903429716408	Unchanged	Unchanged	UnchangedUnchanged
chr3	39160000	39170000	chr3	39210000	39220000	174	164	72	100	125.318010696421	115.780395117786	98.0326427331384	144.446280364601	0.514803340509543	0.203770679459899	0.0220400156614052	510	0.00823723830867211	Unchanged	Unchanged	UnchangedUnchanged
chr3	39240000	39250000	chr3	39320000	39330000	191	161	76	68	136.189408829965	112.574853228031	104.487400676891	99.2048943053477	0.0240884098684993	0.0562225615062039	0.0953927811239958	496	-0.288387831200824	Unchanged	Unchanged	UnchangedUnchanged
chr3	39360000	39370000	chr3	39410000	39420000	119	129	50	59	85.7059958211153	91.0711644524049	68.078224120235	85.2233054151145	0.111305246028636	0.154857297865979	0.417746033758421	357	-0.205559798342736	Unchanged	Unchanged	UnchangedUnchanged
chr3	39750000	39760000	chr3	40210000	40220000	55	53	20	19	38.7984225408231	36.6381416032155	27.7244393189604	28.106830741707	0.061243547583233	0.452979224677263	0.416046053650409	147	-0.434190592895377	Unchanged	Unchanged	UnchangedUnchanged
chr3	40070000	40080000	chr3	40170000	40180000	38	50	20	20	26.8667370493693	34.7447983239814	27.7004404369743	29.3915302501884	0.379755233253758	0.154546303202685	0.213023669048779	128	-0.109912626586894	Unchanged	Unchanged	UnchangedUnchanged
chr3	40380000	40390000	chr3	40590000	40600000	34	34	26	18	23.6805781002132	23.2069390727088	36.5994201231786	26.897958562298	0.0689134801626897	0.263794671837966	0.313300396288217	112	0.437493149134639	Unchanged	Unchanged	UnchangedUnchanged
chr3	40620000	40630000	chr3	41270000	41280000	29	34	20	19	20.9181422944214	23.9167900867234	27.1844413376427	27.5495236798515	0.191193944193687	0.373473411553869	0.38193766906252	102	0.287813149603087	Unchanged	Unchanged	UnchangedUnchanged
chr3	42700000	42710000	chr3	42770000	42780000	136	138	46	51	97.3370994309844	96.7629213413391	63.0214323301919	74.1771872401634	0.00148669122282535	0.354806107475884	0.334319808285618	371	-0.500534306599568	Unchanged	Unchanged	UnchangedUnchanged
chr3	43210000	43220000	chr3	43540000	43550000	56	63	23	27	39.014710159213	43.0948112836532	32.2802398919841	40.3673327868087	0.253750466179068	0.205783463340184	0.523848025891834	169	-0.176634932091064	Unchanged	Unchanged	UnchangedUnchanged
chr3	43240000	43250000	chr3	43300000	43310000	98	94	48	45	70.2876437572803	66.1297189215295	65.6189540094149	65.2383120283334	0.398526694217868	0.383103822093793	0.391747922362561	285	-0.0600332424154459	Unchanged	Unchanged	UnchangedUnchanged
chr3	43580000	43590000	chr3	44150000	44160000	36	29	17	13	25.7223554890028	20.1940703942835	23.3112008360172	19.0543230706779	0.41220611507668	0.158201091679971	0.345615327434225	95	-0.11611963752466	Unchanged	Unchanged	UnchangedUnchanged
chr3	44580000	44590000	chr3	44740000	44750000	64	76	38	29	44.6845408722671	52.1091550167684	53.3983100591508	43.1098306872826	0.527885795083372	0.427866382200578	0.120741409991334	207	-0.00426244566506752	Unchanged	Unchanged	UnchangedUnchanged
chr3	44780000	44790000	chr3	44950000	44960000	55	61	16	12	38.3225121241875	41.7195698234946	22.5241838585739	17.8875515149059	0.000425193776051726	0.45283548224373	0.286654135975981	144	-0.9859843876705	Decreased	Unchanged	DecreasedUnchanged
chr3	45080000	45090000	chr3	45700000	45710000	63	61	28	31	45.1997130294547	42.7257516676849	38.2076538617915	45.2079016529819	0.396668183736513	0.483155015215844	0.289650061117911	183	-0.075964609018486	Unchanged	Unchanged	UnchangedUnchanged
chr3	45260000	45270000	chr3	45700000	45710000	39	58	22	20	27.4384744288685	39.8720698380457	30.6577076074926	29.6740522315914	0.30741735696821	0.0828251068146873	0.0686586324746266	139	-0.157914856745326	Unchanged	Decreased	UnchangedDecreased
chr3	45970000	45980000	chr3	46420000	46430000	52	55	35	23	36.6773750807488	37.8548874235164	48.6211203884337	34.1048972731265	0.27528983365303	0.277091875593542	0.198497550853564	165	0.15047607925904	Unchanged	Unchanged	UnchangedUnchanged
chr3	46130000	46140000	chr3	46410000	46420000	71	65	34	22	49.3303261073115	44.2297421547877	48.1335328942152	32.8698082133079	0.214154580475329	0.114038203878448	0.443339350602823	192	-0.207911498888653	Unchanged	Unchanged	UnchangedUnchanged
chr3	46740000	46750000	chr3	47370000	47380000	61	54	25	23	43.8995579319748	37.9432177857896	34.1770313550308	33.270765795144	0.149606370774835	0.272038840271808	0.29595674250588	163	-0.279083749847405	Unchanged	Unchanged	UnchangedUnchanged
chr3	47450000	47460000	chr3	47830000	47840000	65	66	18	28	45.6107861454782	45.2267256104702	25.1971786578176	41.598072675045	0.0370066845180943	0.219626582794712	0.201436774388861	177	-0.443542646927298	Unchanged	Unchanged	UnchangedUnchanged
chr3	47560000	47570000	chr3	48190000	48200000	46	73	27	22	33.1045846700138	51.2936092289378	36.9111938634333	31.8242107605725	0.128059678986243	0.0503443619733986	0.0149361379991913	168	-0.296158723858722	Unchanged	Decreased	UnchangedDecreased
chr3	47560000	47570000	chr3	48020000	48030000	39	30	15	20	27.5116087107655	20.7385707188012	20.7933294892203	29.5861376228494	0.462155984071952	0.399505667395438	0.0730225078709582	104	0.0623015546820411	Unchanged	Unchanged	UnchangedUnchanged
chr3	48310000	48320000	chr3	48580000	48590000	90	100	38	36	62.5552769098081	67.9634067402794	53.5878060297829	54.0410201811175	0.087716386206927	0.31924565479853	0.348275184751955	264	-0.278191815849101	Unchanged	Decreased	UnchangedDecreased
chr3	48740000	48750000	chr3	48960000	48970000	75	86	35	28	52.1619436839818	58.4465703204367	49.3538768022965	42.0099070042573	0.113415804833058	0.408254539850776	0.192293563266957	224	-0.275768134298505	Unchanged	Decreased	UnchangedDecreased
chr3	49020000	49030000	chr3	49490000	49500000	72	68	17	30	50.9349474274429	46.9056984922616	23.6710509439839	44.1522230744181	0.0141163875444459	0.276567274837224	0.0791670629860377	187	-0.528653499258475	Unchanged	Unchanged	UnchangedUnchanged
chr3	49570000	49580000	chr3	49880000	49890000	55	45	17	13	38.2623609225877	30.6426469678362	23.9634374180912	19.4679543837561	0.0150200917392748	0.133011556177296	0.263586954488849	130	-0.665870653066741	Unchanged	Unchanged	UnchangedUnchanged
chr3	49750000	49760000	chr3	49870000	49880000	137	116	53	55	96.467811098678	80.1429868060302	73.9393606283942	81.0388886374652	0.138733819054906	0.184355795275785	0.0736030643219549	361	-0.188507799639303	Unchanged	Decreased	UnchangedDecreased
chr3	49840000	49850000	chr3	50130000	50140000	64	61	20	31	44.5242725487968	41.6236615471687	28.0955678246283	46.4864701886527	0.202833081627141	0.280991748692543	0.113790300495918	176	-0.207987979320343	Unchanged	Decreased	UnchangedDecreased
chr3	50150000	50160000	chr3	50250000	50260000	248	214	95	99	175.340810216937	148.707736826641	131.577092075628	145.488074738432	0.0350076643607511	0.151322502100357	0.032634520273281	656	-0.225984621651221	Unchanged	Decreased	UnchangedDecreased
chr3	50700000	50710000	chr3	51110000	51120000	51	58	17	12	35.8685296355432	39.8563659783292	23.6496337215868	17.8481269427632	0.00183522663620127	0.451745207109213	0.236917366390085	138	-0.86773419759314	Decreased	Unchanged	DecreasedUnchanged
chr3	51140000	51150000	chr3	51390000	51400000	90	111	36	33	62.5474449771191	75.613891564605	50.933681366693	49.2680867993879	0.0110941669046041	0.143436049918697	0.125769206745502	270	-0.463445977718415	Unchanged	Unchanged	UnchangedUnchanged
chr3	52040000	52050000	chr3	52370000	52380000	71	69	20	35	49.4650789518593	47.1990790249535	28.0697738191166	52.3280239829001	0.126076657200761	0.180055037738527	0.0845316613958999	195	-0.265825068458311	Unchanged	Decreased	UnchangedDecreased
chr3	52460000	52470000	chr3	52720000	52730000	59	52	19	26	40.9375183149897	35.5045650360133	26.8345756904404	38.8581270108694	0.213303591174501	0.513788020443746	0.110697126518891	156	-0.218633976516203	Unchanged	Decreased	UnchangedDecreased
chr3	53300000	53310000	chr3	53380000	53390000	135	115	47	27	96.2595298012839	80.4106094485934	64.6172083133404	39.390178621241	2.58007313224272e-05	0.0174931306488956	0.405224425758473	324	-0.764372219695297	Decreased	Unchanged	DecreasedUnchanged
chr3	53320000	53330000	chr3	53520000	53530000	74	58	15	18	51.560757719713	39.6425942880521	21.1052787440061	26.862784388431	0.000319403341848301	0.185196768093487	0.0539364776328246	165	-0.927012661727971	Decreased	Unchanged	DecreasedUnchanged
chr3	53530000	53540000	chr3	53730000	53740000	70	68	27	21	48.7736897348636	46.4775243377162	37.9895017392109	31.3399151198362	0.0335522310232019	0.318349735656467	0.499528863273542	186	-0.458269855487205	Unchanged	Unchanged	UnchangedUnchanged
chr3	55520000	55530000	chr3	56290000	56300000	46	39	27	23	33.4577871865395	27.7079804616249	36.4013032210822	33.0137622527499	0.261120070054008	0.204292534177017	0.349601513912779	135	0.182524359024153	Unchanged	Unchanged	UnchangedUnchanged
chr3	57400000	57410000	chr3	57530000	57540000	94	86	30	22	66.0282412119513	59.3515040827014	41.7893831828085	32.5793804308187	0.000396783888148072	0.177965657412962	0.429615689123463	232	-0.753535611553153	Decreased	Unchanged	DecreasedUnchanged
chr3	57870000	57880000	chr3	57930000	57940000	100	120	60	61	71.7220854666126	84.4209177721653	82.0236925117687	88.4341563050742	0.240615516423043	0.12579377852737	0.250052244006152	341	0.126547106917036	Unchanged	Unchanged	UnchangedUnchanged
chr3	58180000	58190000	chr3	58510000	58520000	54	69	31	18	37.6213276535268	47.1990790249535	43.5081494196308	26.9115551912058	0.162736587332938	0.448777011979302	0.0323734661418731	172	-0.268432224523595	Unchanged	Decreased	UnchangedDecreased
chr3	58980000	58990000	chr3	59180000	59190000	40	39	23	14	27.8706798484935	26.6562271936902	32.361427407476	20.8932767465575	0.510119395964911	0.210922030554307	0.316727730636592	116	-0.0340593543269375	Unchanged	Unchanged	UnchangedUnchanged
chr3	61430000	61440000	chr3	61510000	61520000	64	60	25	25	45.6341474613494	41.95336145144	34.3708554858194	36.4723876122602	0.115945931703123	0.427354603592608	0.328543373660827	174	-0.306094879895361	Unchanged	Unchanged	UnchangedUnchanged
chr3	62320000	62330000	chr3	62540000	62550000	47	45	20	16	32.6881513752953	30.5825077258099	28.202215315598	24.0056611452899	0.192986627890023	0.338063297045637	0.525224894545591	128	-0.277269146020263	Unchanged	Unchanged	UnchangedUnchanged
chr3	62610000	62620000	chr3	63210000	63220000	42	67	41	24	29.9748406510032	46.8134270725811	56.1711249282878	35.1300486559836	0.144921930538221	0.280136862618174	0.00196544667591967	174	0.249747502492041	Unchanged	Unchanged	UnchangedUnchanged
chr3	63330000	63340000	chr3	63790000	63800000	140	134	74	67	98.7596210130043	92.6322825439788	102.580425480154	99.1135610365456	0.320323996459108	0.304830426026091	0.398324087292271	415	0.0756382699514046	Unchanged	Unchanged	UnchangedUnchanged
chr3	64010000	64020000	chr3	64460000	64470000	106	116	51	70	74.765418433834	79.8393989295982	70.8479182802892	103.79751343995	0.167522732814701	0.0597207983703834	0.217046725378457	343	0.175843632802023	Unchanged	Unchanged	UnchangedUnchanged
chr3	64380000	64390000	chr3	64460000	64470000	70	92	39	31	49.9123487858509	64.3284875588747	53.6185345578782	45.2257606392026	0.175320243691983	0.182883981551752	0.0488528020958663	232	-0.20884883807061	Unchanged	Unchanged	UnchangedUnchanged
chr3	65320000	65330000	chr3	65720000	65730000	61	66	31	44	42.6897985911583	45.3970014713898	43.3475810603249	65.3690238195904	0.0930502997957312	0.105041854256092	0.23714525441818	202	0.303574557409201	Unchanged	Unchanged	UnchangedUnchanged
chr3	66580000	66590000	chr3	66850000	66860000	38	39	14	19	26.4122280285856	26.505728628709	19.7428759057095	28.5216495400343	0.360525511363366	0.30793314731999	0.318708577744044	110	-0.132794161438146	Unchanged	Unchanged	UnchangedUnchanged
chr3	67460000	67470000	chr3	67510000	67520000	80	80	45	42	57.6174761822624	56.4782415208713	61.2704017082115	60.6674377531324	0.330157175415652	0.470252837975966	0.497447797644469	247	0.0959012444425394	Unchanged	Unchanged	UnchangedUnchanged
chr3	70770000	70780000	chr3	71010000	71020000	43	33	20	15	29.8690725137185	22.4610369430632	28.1553916536976	22.5367111198739	0.493150475344448	0.0981355027787382	0.286830834869441	111	-0.0458802665698153	Unchanged	Unchanged	UnchangedUnchanged
chr3	71440000	71450000	chr3	71620000	71630000	43	37	14	8	29.9973884848617	25.2646792098983	19.691966712949	11.9399325528305	0.0116654396985596	0.143226580237917	0.471558370585737	102	-0.804909361465486	Unchanged	Unchanged	UnchangedUnchanged
chr3	72180000	72190000	chr3	72860000	72870000	42	45	18	22	30.2416165300777	31.8015393803377	24.4330985707254	31.8511632481421	0.333117209777381	0.279293645690739	0.423597073424237	127	-0.140540499980044	Unchanged	Unchanged	UnchangedUnchanged
chr3	72350000	72360000	chr3	72860000	72870000	62	54	17	21	43.8605603362852	37.4606440639613	23.5684016162385	30.8655570721278	0.0164561883156143	0.419299675498459	0.13843718298029	154	-0.579124622932411	Unchanged	Unchanged	UnchangedUnchanged
chr3	72330000	72340000	chr3	72480000	72490000	64	61	26	30	44.7355356661819	41.9003917864644	36.3634709158461	44.6753903340543	0.3646772045094	0.477008382741754	0.253855622539916	181	-0.0963515252304478	Unchanged	Decreased	UnchangedDecreased
chr3	72710000	72720000	chr3	72860000	72870000	95	92	38	33	66.4043107544887	63.1940335140119	53.1466113385443	49.1429293674597	0.0506238954169197	0.356856252831248	0.471388442495473	258	-0.341388652258318	Unchanged	Unchanged	UnchangedUnchanged
chr3	74440000	74450000	chr3	74650000	74660000	58	40	31	31	40.396280288599	27.3022812620104	43.6377701468668	46.3242619684022	0.0480367864545035	0.0952065085450535	0.0602066294215594	160	0.410191069980274	Unchanged	Unchanged	UnchangedUnchanged
chr3	74690000	74700000	chr3	74920000	74930000	54	37	19	16	37.5651850718774	25.1676784233673	26.7826950942241	23.987561509062	0.171183034377401	0.04754196303404	0.0876668939299026	126	-0.30523786543905	Unchanged	Unchanged	UnchangedUnchanged
chr3	75340000	75350000	chr3	75460000	75470000	67	76	42	28	47.1776886394994	52.5074741142957	58.5934555923124	41.2561614881641	0.509703564907505	0.406433008172053	0.0995124730277453	213	0.0023781066686722	Unchanged	Unchanged	UnchangedUnchanged
chr3	79430000	79440000	chr3	79520000	79530000	34	44	19	14	24.1349185563538	30.6867475701518	26.2145842544064	20.496209768974	0.257253366539706	0.336970553411581	0.122255194343142	111	-0.230990205555065	Unchanged	Unchanged	UnchangedUnchanged
chr3	79590000	79600000	chr3	79900000	79910000	53	53	21	14	36.8710023435845	36.0902286510071	29.6018932811715	20.9654893363527	0.0358814915451654	0.317121453485866	0.380923852465339	141	-0.52892296463289	Unchanged	Unchanged	UnchangedUnchanged
chr3	79930000	79940000	chr3	80040000	80050000	64	54	21	25	45.1537260783375	37.4427134049349	29.1501857550745	36.8155084560775	0.108644811906651	0.366735318251498	0.112310886823269	164	-0.324363653437675	Unchanged	Unchanged	UnchangedUnchanged
chr3	80830000	80840000	chr3	81300000	81310000	40	42	16	20	28.2971930152461	28.9711667158087	22.278636182573	29.4348153829454	0.336144549358552	0.32040518660241	0.388489753143727	118	-0.147198683317144	Unchanged	Unchanged	UnchangedUnchanged
chr3	85690000	85700000	chr3	85760000	85770000	27	38	15	20	19.324277092916	26.6448623983397	20.550467064193	29.0890930353582	0.405532086180506	0.0626136394983248	0.370283375011422	100	0.1108246703073	Unchanged	Unchanged	UnchangedUnchanged
chr3	87350000	87360000	chr3	88050000	88060000	62	58	42	40	44.6964728648354	40.9140303070658	56.8982082009258	58.0610464757564	0.0243813077753101	0.386444539411813	0.367541945907322	202	0.425262902977279	Unchanged	Increased	UnchangedIncreased
chr3	88270000	88280000	chr3	88660000	88670000	35	32	15	10	24.5209800281177	21.9485380223656	20.9277506592047	14.9156886152834	0.165397554099592	0.243798989712694	0.527508616653358	92	-0.374575607786609	Unchanged	Unchanged	UnchangedUnchanged
chr3	89580000	89590000	chr3	89740000	89750000	75	70	26	13	52.364696334688	47.9952743575498	36.5356858299453	19.3250965149888	0.000536495070234782	0.11252717095633	0.378696309243854	184	-0.845276270359623	Decreased	Unchanged	DecreasedUnchanged
chr3	89570000	89580000	chr3	89890000	89900000	64	69	22	15	44.5687314568231	47.0713751632262	30.9656564266817	22.432390396658	0.00175018992745706	0.483919026184112	0.265973570965291	170	-0.779192164728017	Decreased	Unchanged	DecreasedUnchanged
chr3	89770000	89780000	chr3	89880000	89890000	62	69	23	26	43.7426721383895	47.843467128528	31.9263939222245	38.2881287943206	0.0612327076838526	0.234914580721794	0.494104535735084	180	-0.383359816928152	Unchanged	Unchanged	UnchangedUnchanged
